affiliation,institute,address
"Faculdade de Ciências Farmacêuticas de Ribeirão Preto, Departamento de Ciências Farmacêuticas, Universidade de São Paulo, Avenida do Café S/N, Ribeirão Preto 14040-903, Brazil Electronic address: ggoldman@uspbr",Universidade de São Paulo,"R. da Reitoria, 374 - Butantã, São Paulo - SP, 05508-220, Brazil"
"Department of Biological Sciences, Vanderbilt University, 465 21st Avenue South, Nashville, TN 37235, USA; Department of Biomedical Informatics, Vanderbilt University School of Medicine, 1211 Medical Center Drive, Nashville, TN 37232, USA Electronic address: antonisrokas@vanderbiltedu",Vanderbilt University,"Nashville, TN 37243, USA"
"DOE Great Lakes Bioenergy Research Center, University of Wisconsin-Madison, Madison, WI 53706, USA",University of Wisconsin-Madison,"Madison, WI, USA"
"Laboratory of Genetics, Genome Center of Wisconsin, Wisconsin Energy Institute, J F Crow Institute for the Study of Evolution, University of Wisconsin-Madison, Madison, WI 53706, USA",University of Wisconsin-Madison,"Madison, WI, USA"
"Department of Microbiology, Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710, USA jpxu@acpubdukeedu",Duke University Medical Center,"200 Trent Dr, Durham, NC 27710, USA"
"Texas Therapeutic Institute, The Brown Foundation Institute of Molecular Medicine, University of Texas Health Science Center at Houston, Houston, TX 77054, USA",University of Texas Health Science Center at Houston,"1825 Pressler St, Houston, TX 77030, USA"
"Departments of Medicine and Molecular Genetics & Microbiology, Duke University Medical Center, Durham, NC 27710, USA",Duke University Medical Center,"200 Trent Dr, Durham, NC 27710, USA"
"Department of Chemistry, University of Iowa, Iowa City, IA 52242, USA",University of Iowa,"230 N Madison St, Iowa City, IA 52240, USA"
"Division of Pulmonary and Critical Care Medicine, Department of Internal Medicine, University of Michigan Medical School, Ann Arbor, Michigan 48109-0642, USA",University of Michigan Medical School,"1301 Catherine St, Ann Arbor, MI 48109, USA"
"Department of Microbiology and Immunology, Geisel School of Medicine at Dartmouth Hanover, NH, USA",Geisel School of Medicine at Dartmouth Hanover,"Hitchcock Loop Rd, Lebanon, NH 03766, USA"
"Department of Medicine, Division of Infectious Diseases, The University of Texas Health Science Center at San Antonio, San Antonio, TX 78229, USA",The University of Texas Health Science Center at San Antonio,"8300 Floyd Curl Dr 4TH FLOOR-4A, San Antonio, TX 78229, USA"
