doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address
10.1186/s12882-023-03262-7,Tan X,Xiao,Tan,Glucosaminidase,37452282,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
10.1186/s12882-023-03262-7,Jiao X,Xiaoyan,Jiao,Glucosaminidase,37452282,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
10.1186/s12882-023-03262-7,Shi Y,Yiqin,Shi,Glucosaminidase,37452282,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China. shi.yiqin@zs-hospital.sh.cn.",Fudan University,"220 Han Dan Lu, Yang Pu Qu, Shang Hai Shi, China, 200437"
10.1186/s12882-023-03262-7,Ding X,Xiaoqiang,Ding,Glucosaminidase,37452282,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China. ding.xiaoqiang@zs-hospital.sh.cn.",Fudan University,"220 Han Dan Lu, Yang Pu Qu, Shang Hai Shi, China, 200437"
10.3390/bioengineering10040444,Novak R,Ruder,Novak,Glucosaminidase,37106631,"Center for Translational and Clinical Research, Department of Proteomics, School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"10000, Gornji Grad - Medveščak, Zagreb, Croatia"
10.3390/bioengineering10040444,Salai G,Grgur,Salai,Glucosaminidase,37106631,"Department of Pulmonology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
10.3390/bioengineering10040444,Hrkac S,Stela,Hrkac,Glucosaminidase,37106631,"Department of of Clinical Immunology, Allergology and Rheumatology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
10.3390/bioengineering10040444,Vojtusek IK,Ivana Kovacevic,Vojtusek,Glucosaminidase,37106631,"Department of Nephrology, Arterial Hypertension, Dialysis and Transplantation, University Hospital Center Zagreb, 10000 Zagreb, Croatia.",University Hospital Center Zagreb,"Ulica Mije Kišpatića 12, 10000, Zagreb, Croatia"
10.3390/bioengineering10040444,Grgurevic L,Lovorka,Grgurevic,Glucosaminidase,37106631,"Department of Anatomy, ""Drago Perovic"", School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"10000, Gornji Grad - Medveščak, Zagreb, Croatia"
10.4239/wjd.v14.i6.883,Lin Z,Zhi-Hao,Lin,,,,,
10.4239/wjd.v14.i6.883,Dai S,Sheng-Feng,Dai,,,,,
10.4239/wjd.v14.i6.883,Zhao J,Jian-Nan,Zhao,,,,,
10.4239/wjd.v14.i6.883,Jiang Y,Yue,Jiang,Glucosaminidase,37383593,"Department of Acupuncture, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, Zhejiang Province, China. jyygl9397@126.com.",The First Affiliated Hospital of Wenzhou Medical University,"Ouhai District, Wenzhou, China, 325015"
10.1021/acs.bioconjchem.2c00057,Morsby JJ,Janeala J.,Morsby,Glucosaminidase,35302753,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
10.1021/acs.bioconjchem.2c00057,Smith BD,Bradley D.,Smith,Glucosaminidase,35302753,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
10.1128/jb.00428-22,Weaver A,Anna,Weaver,Glucosaminidase,36757204,"Department of Microbiology, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA.",Blavatnik Institute,"Building C, 240 Longwood Ave, Boston, MA 02115, USA"
10.1128/jb.00428-22,Taguchi A,Atsushi,Taguchi,Glucosaminidase,36757204,"SANKEN (The Institute of Scientific and Industrial Research), Osaka University, Ibaraki, Osaka, Japan.",Osaka University,"8-1 Mihogaoka, Ibaraki, Osaka 567-0047, Japan"
10.1128/jb.00428-22,Dörr T,Tobias,Dörr,Glucosaminidase,36757204,"Cornell Institute of Host-Microbe Interactions and Disease, Cornell University, Ithaca, New York, USA.",Cornell University,"304, Rice Hall, 340 Tower Rd, Ithaca, NY 14853, USA"
10.4103/1673-5374.377606,Rouse CJ,Courtney J.,Rouse,Glucosaminidase,37488890,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
10.4103/1673-5374.377606,Jensen VN,Victoria N.,Jensen,Glucosaminidase,37488890,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
10.4103/1673-5374.377606,Heldermon CD,Coy D.,Heldermon,Glucosaminidase,37488890,"University of Florida College of Medicine, Gainesville, FL, USA.",University of Florida College of Medicine,"1600 SW Archer Rd, Gainesville, FL 32610, USA"
10.1007/s42773-021-00093-3,Ducey TF,Thomas F.,Ducey,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Novak JM,Jeffrey M.,Novak,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Sigua GC,Gilbert C.,Sigua,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Ippolito JA,James A.,Ippolito,Glucosaminidase,35128320,"Department of Soil and Crop Sciences, Colorado State University, Fort Collins CO, USA.",Colorado State University,"307 University Ave, Fort Collins, CO 80521, USA"
10.1007/s42773-021-00093-3,Rushmiller HC,Hannah C.,Rushmiller,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Watts DW,Donald W.,Watts,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Trippe KM,Kristin M.,Trippe,Glucosaminidase,35128320,"National Forage Seed Production Research Center, Agricultural Research Service-USDA, Corvallis OR, USA.",Unparsed,"3450 SW Campus Way, Corvallis, OR 97331, USA"
10.1007/s42773-021-00093-3,Spokas KA,Kurt A.,Spokas,Glucosaminidase,35128320,"Soil and Water Management Research Unit, Agricultural Research Service-USDA, St. Paul MN, USA.",Unparsed,"1991 Upper Buford Cir # 454, St Paul, MN 55108, USA"
10.1007/s42773-021-00093-3,Stone KC,Kenneth C.,Stone,Glucosaminidase,35128320,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
10.1007/s42773-021-00093-3,Johnson MG,Mark G.,Johnson,Glucosaminidase,35128320,"National Health and Environmental Effects Research Laboratory, US Environmental Protection Agency, Corvallis OR, USA.",National Health and Environmental Effects Research Laboratory,"200 SW 35th St, Corvallis, OR 97333, USA"
10.2215/CJN.15951219,Zager RA,Richard A.,Zager,Glucosaminidase,32291269,"Department of Medicine, The University of Washington, Seattle, Washington.",The University of Washington,"1959 NE Pacific St, Seattle, WA 98195, USA"
10.2215/CJN.15951219,Johnson ACM,Ali C.M.,Johnson,Glucosaminidase,32291269,"Clinical Research Division, The Fred Hutchinson Cancer Research Center, Seattle, Washington.",Unparsed,"1100 Fairview Ave N, Seattle, WA 98109, USA"
10.2215/CJN.15951219,Guillem A,Alvaro,Guillem,Glucosaminidase,32291269,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
10.2215/CJN.15951219,Keyser J,Jeff,Keyser,Glucosaminidase,32291269,"Renibus Therapeutics, Southlake, Texas.",Unparsed,"181 Grand Ave Suite 225, Southlake, TX 76092, USA"
10.2215/CJN.15951219,Singh B,Bhupinder,Singh,Glucosaminidase,32291269,"Department of Medicine, The University of California, Irvine, California.",The University of California,"1001 Health Sciences Rd, Irvine, CA 92617, USA"
10.1111/iej.13911,Ordinola‐Zapata R,Ronald,Ordinola‐Zapata,,,,,
10.1111/iej.13911,Costalonga M,Massimo,Costalonga,Glucosaminidase,36861850,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Dietz M,Matthew,Dietz,Glucosaminidase,36861850,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Lima BP,Bruno P.,Lima,Glucosaminidase,36861850,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Staley C,Christopher,Staley,Glucosaminidase,36861850,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
10.1021/acschembio.2c00741,Lund VA,Victoria A.,Lund,Glucosaminidase,36414253,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,Gangotra H,Haneesh,Gangotra,Glucosaminidase,36414253,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
10.1021/acschembio.2c00741,Zhao Z,Zhen,Zhao,Glucosaminidase,36414253,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
10.1021/acschembio.2c00741,Sutton JAF,Joshua A. F.,Sutton,Glucosaminidase,36414253,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,Wacnik K,Katarzyna,Wacnik,Glucosaminidase,36414253,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,DeMeester K,Kristen,DeMeester,Glucosaminidase,36414253,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Liang H,Hai,Liang,Glucosaminidase,36414253,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Santiago C,Cintia,Santiago,Glucosaminidase,36414253,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Leimkuhler Grimes C,Catherine,Leimkuhler Grimes,Glucosaminidase,36414253,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Jones S,Simon,Jones,Glucosaminidase,36414253,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
10.1021/acschembio.2c00741,Foster SJ,Simon J.,Foster,Glucosaminidase,36414253,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
10.3390/antibiotics8040214,Swift SM,Steven M.,Swift,Glucosaminidase,31717357,"Contrafect Corporation., Yonkers, NY 10701, USA.",Unparsed,"28 Wells Ave 3rd floor, Yonkers, NY 10701, USA"
10.3390/antibiotics8040214,Reid KP,Kevin P.,Reid,Glucosaminidase,31717357,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"Baltimore Ave, Beltsville, MD, USA"
10.3390/antibiotics8040214,Donovan DM,David M.,Donovan,Glucosaminidase,31717357,"Department of Biology, Morgan State University, Baltimore, MD 21251, USA.",Morgan State University,"1700 E Cold Spring Ln, Baltimore, MD 21251, USA"
10.3390/antibiotics8040214,Ramsay TG,Timothy G.,Ramsay,Glucosaminidase,31717357,"Animal Biosciences and Biotechnology Laboratory, United States Department of Agricultural (USDA), Agricultural Research Service, Baltimore Avenue, Beltsville, MD 10300, USA.",Animal Biosciences and Biotechnology Laboratory,"Baltimore Ave, Beltsville, MD, USA"
10.1007/s11356-023-27002-4,Mai H,Huong,Mai,Glucosaminidase,37071353,"Vietnam Academy of Science and Technology, University of Science and Technology of Hanoi, Hanoi, Vietnam. mai.huong@usth.edu.vn.",University of Science and Technology of Hanoi,"18 Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội, Vietnam"
10.1007/s11356-023-27002-4,Thien ND,Nguyen Danh,Thien,Glucosaminidase,37071353,"Vietnam Academy of Science and Technology, University of Science and Technology of Hanoi, Hanoi, Vietnam.",University of Science and Technology of Hanoi,"Nhà A6, 18 Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội, Vietnam"
10.1007/s11356-023-27002-4,Dung NT,Nguyen Thuy,Dung,Glucosaminidase,37071353,"Soil Chemistry and Chemical Soil Quality Group, Wageningen University and Research, Wageningen, Netherlands.",Wageningen University and Research,"Droevendaalsesteeg 1, 6708 PB Wageningen, Netherlands"
10.1007/s11356-023-27002-4,Valentin C,Christian,Valentin,,,,,
10.3389/fmicb.2021.655987,Alster CJ,Charlotte J.,Alster,Glucosaminidase,33995318,"Ecology and Evolutionary Biology, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"321 Steinhaus Hall, Irvine, CA 92697, USA"
10.3389/fmicb.2021.655987,Allison SD,Steven D.,Allison,Glucosaminidase,33995318,"Department of Earth System Science, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"3200 Croul Hall St, Irvine, CA 92697, USA"
10.3389/fmicb.2021.655987,Glassman SI,Sydney I.,Glassman,Glucosaminidase,33995318,"Department of Microbiology and Plant Pathology, University of California, Riverside, CA, United States.",University of California,"Riverside, CA 92507, USA"
10.3389/fmicb.2021.655987,Martiny AC,Adam C.,Martiny,Glucosaminidase,33995318,"Department of Earth System Science, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"3200 Croul Hall St, Irvine, CA 92697, USA"
10.3389/fmicb.2021.655987,Treseder KK,Kathleen K.,Treseder,Glucosaminidase,33995318,"Ecology and Evolutionary Biology, University of California Irvine, Irvine, CA, United States.",University of California Irvine,"321 Steinhaus Hall, Irvine, CA 92697, USA"
10.1021/acs.analchem.1c02658,Klose AM,Alanna M.,Klose,Glucosaminidase,34596381,"Department of Dermatology, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"40 Celebration Dr, Rochester, NY 14620, USA"
10.1021/acs.analchem.1c02658,Daiss JL,John L.,Daiss,Glucosaminidase,34596381,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Ho L,Lananh,Ho,Glucosaminidase,34596381,"Department of Biomedical Engineering, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Beck CA,Christopher A.,Beck,Glucosaminidase,34596381,"Department of Biostatistics and Computational Biology, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"Crittenden Blvd, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Striemer CC,Christopher C.,Striemer,Glucosaminidase,34596381,"Adarza BioSystems, Inc., St. Louis, Missouri 63146, United States.",Unparsed,"2184 Welsch Industrial Ct, St. Louis, MO 63146, USA"
10.1021/acs.analchem.1c02658,Muthukrishnan G,Gowrishankar,Muthukrishnan,Glucosaminidase,34596381,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Miller BL,Benjamin L.,Miller,Glucosaminidase,34596381,"Department of Biomedical Engineering, University of Rochester, Rochester, New York 14627, United States.",University of Rochester,"601 Elmwood Ave, Rochester, NY 14642, USA"
