,name,affiliations,email,website,interests,thumbnail
162,Brian D. Gregory,"Professor of Biology, University of Pennsylavania",Verified email at sas.upenn.edu,,"[{'title': 'RNA biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_biology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
163,pereira-leal j,Ophiomics - Precision Medicine,Verified email at ophiomics.com,http://www.pereiraleal.com/,"[{'title': 'translational bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:translational_bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranslational_bioinformatics'}, {'title': 'clinical genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:clinical_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aclinical_genomics'}, {'title': 'biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'evolutionary cell biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_cell_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_cell_biology'}, {'title': 'modularity', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:modularity', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amodularity'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IivcI9QAAAAJ&citpid=2
164,Isabel A. Abreu,"Principal Investigator at ITQB NOVA, Portugal",Verified email at itqb.unl.pt,http://www.itqb.unl.pt/research/plant-sciences/proteome-regulation-in-plants,"[{'title': 'Biochemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GFAK5y8AAAAJ&citpid=1
165,Kevin Nyberg,Northwestern University,Verified email at northwestern.edu,,"[{'title': 'Evolutionary Genomics and RNA biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_genomics_and_rna_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_genomics_and_rna_biology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
166,Matthew A Conte,"Principal Investigator, Bioinformatics - Viral Genetics, Walter Reed Army Institute of Research",Verified email at umd.edu,,"[{'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Population Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:population_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apopulation_genomics'}, {'title': 'Evolutionary Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EaavKtAAAAAJ&citpid=3
167,Jamie L. Kostyun,"Indiana University, University of Vermont, University of Massachusetts",Verified email at umass.edu,http://jamiekostyun.weebly.com/,"[{'title': 'Evolutionary Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolutionary_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lc2MT7EAAAAJ&citpid=1
168,Alexandra E. Bely,University of Maryland,Verified email at umd.edu,http://www.life.umd.edu/biology/bely/web/belylab/home.html,"[{'title': 'regeneration', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:regeneration', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aregeneration'}, {'title': 'asexual reproduction', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:asexual_reproduction', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aasexual_reproduction'}, {'title': 'evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}, {'title': 'invertebrate zoology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:invertebrate_zoology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainvertebrate_zoology'}, {'title': 'Annelida', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:annelida', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aannelida'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yGOvFJ0AAAAJ&citpid=4
169,Ian M Silverman,Repare Therapeutics,Verified email at reparerx.com,https://www.reparerx.com/,"[{'title': 'Clinical Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:clinical_bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aclinical_bioinformatics'}, {'title': 'Precision Oncology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:precision_oncology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprecision_oncology'}, {'title': 'DNA Repair', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:dna_repair', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adna_repair'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fV4iskEAAAAJ&citpid=7
170,Brian D. Gregory,"Professor of Biology, University of Pennsylavania",Verified email at sas.upenn.edu,,"[{'title': 'RNA biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_biology'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
171,Jingzhe Jiang,"South China Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",Verified email at scsfri.ac.cn,https://orcid.org/my-orcid?orcid=0000-0001-5260-7822%00,"[{'title': 'Aquaculture', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:aquaculture', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aaquaculture'}, {'title': 'Disease Control and Prevention', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:disease_control_and_prevention', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adisease_control_and_prevention'}, {'title': 'Virome', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:virome', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avirome'}, {'title': 'Phageome', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:phageome', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aphageome'}, {'title': 'Cultureomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cultureomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acultureomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fMiHF0UAAAAJ&citpid=1
172,Rajiv Singh,"Sinmat, Entegris, University of Florida",Verified email at sinmat.com,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
173,Prof. Vivek Kumar Singh,"Professor of Social Work, Prof Rajendra Singh (Rajju Bhaiya) University,Prayagraj U.P.",Verified email at prsuniv.ac.in,,"[{'title': 'Social Work', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:social_work', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asocial_work'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jFSJtfMAAAAJ&citpid=1
174,Ioannis Ladas,Unknown affiliation,Verified email at dfci.harvard.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
175,Yue Wang (王悦),"Professor of State Key Laboratory of Supramolecular Structure and Materials, Jilin University",Verified email at jlu.edu.cn,http://supramol.jlu.edu.cn/english/productshow.php?SortID=6&Id=176,"[{'title': 'Material Science', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:material_science', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amaterial_science'}, {'title': 'Organic lumumeniscent materials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organic_lumumeniscent_materials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorganic_lumumeniscent_materials'}, {'title': 'Organic semiconductor', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organic_semiconductor', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorganic_semiconductor'}, {'title': 'non-covalent synthesis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:non_covalent_synthesis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anon_covalent_synthesis'}, {'title': 'Organic photovoltaic materials', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organic_photovoltaic_materials', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorganic_photovoltaic_materials'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IJk4U3oAAAAJ&citpid=2
176,Liwei Wang,Guangxi University,Verified email at gxu.edu.cn,http://prof.gxu.edu.cn/tcms/teachInfo!queryTeachInfoById.action?gh=63e737cc47e5d6944363e2822601be27,"[{'title': 'Materials，Chemical，Polymers', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:materials_chemical_polymers', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amaterials_chemical_polymers'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z2FgZ84AAAAJ&citpid=1
177,Anastasia Minervina,St. Jude Children's Research Hospital,Verified email at stjude.org,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o_hHB-4AAAAJ&citpid=1
178,Yujie Zhang,"PhD student, Karolinska Institutet",Verified email at ki.se,,"[{'title': 'Translation regulation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:translation_regulation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranslation_regulation'}, {'title': 'RNA metabolism', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_metabolism', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_metabolism'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
179,Vicent Pelechano,Principal Researcher - SciLifeLab and Wallenberg Academy Fellow. Science for Life Laboratory,Verified email at ki.se,http://pelechanolab.com/,"[{'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Transcription', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcription', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscription'}, {'title': 'RNA degradation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_degradation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_degradation'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RezBldsAAAAJ&citpid=7
180,Ioannis Ladas,Unknown affiliation,Verified email at dfci.harvard.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
181,Francois F Barbier,"Researcher at the Institute for Plant Sciences of Montpellier, CNRS",Verified email at uq.edu.au,https://www1.montpellier.inra.fr/wp-inra/bpmp/recherche/les-equipes/honude/,"[{'title': 'Plant Molecular Physiology and development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_molecular_physiology_and_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_molecular_physiology_and_development'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8bJBsVcAAAAJ&citpid=4
